Index,Depth,Magnitude,MaxIntensity
16542,56,5.5,2
16543,5,2.7,2
16549,7,2.3,2
16550,15,4.2,2
16551,8,4.6,2
16554,15,3.0,2
16556,37,4.5,2
16557,11,2.6,2
16562,6,3.0,2
16565,13,2.5,2
16572,6,2.8,2
16573,37,6.5,2
16575,10,2.8,2
16576,14,3.6,2
16582,11,3.1,2
16586,8,2.6,2
16598,12,2.8,2
16602,3,2.9,2
16603,9,2.2,2
16612,8,3.8,2
16613,4,2.6,2
16614,3,3.0,2
16626,47,4.2,2
16632,13,2.6,2
16638,6,2.4,2
16639,8,3.3,2
16647,7,2.3,2
16656,6,3.0,2
16661,11,2.8,2
16664,9,2.8,2
16668,7,2.6,2
16673,10,3.0,2
16675,13,3.1,2
16677,9,2.7,2
16683,16,3.3,2
16684,12,2.8,2
16688,13,4.7,2
16693,19,4.6,2
16694,7,3.1,2
16695,6,2.6,2
16696,46,4.0,2
16697,7,3.1,2
16698,19,4.7,2
16699,7,5.5,2
16701,4,2.4,2
16705,5,3.3,2
16709,10,3.1,2
16719,7,3.0,2
16724,10,3.4,2
16727,9,2.3,2
16728,11,5.0,2
16729,10,2.9,2
16731,11,3.0,2
16737,10,3.2,2
16739,9,2.9,2
16750,1,2.2,2
16751,10,2.4,2
16753,11,2.9,2
16761,11,2.5,2
16764,10,2.8,2
16769,11,2.8,2
16770,10,3.3,2
16775,11,2.9,2
16778,43,3.5,2
16783,6,2.4,2
16784,4,2.3,2
16785,9,3.4,2
16788,10,2.7,2
16791,7,2.5,2
16798,4,2.1,2
16799,4,2.5,2
16800,17,3.8,2
16806,9,2.7,2
16807,12,2.7,2
16809,3,1.8,2
16813,7,3.1,2
16815,6,2.8,2
16818,6,2.6,2
16820,9,3.1,2
16821,16,3.9,2
16830,8,3.3,2
16831,2,1.6,2
16834,12,3.2,2
16838,12,3.8,2
16841,12,2.9,2
16845,52,3.7,2
16854,10,2.3,2
16856,6,1.9,2
16858,7,3.3,2
16861,8,3.1,2
16865,11,2.8,2
16866,8,2.9,2
16867,56,3.9,2
16871,11,2.5,2
16872,3,3.5,2
16874,50,3.6,2
16877,9,3.2,2
16880,10,2.8,2
16883,10,2.9,2
16890,6,1.9,2
16893,6,2.4,2
16894,8,3.4,2
16896,26,3.8,2
16908,12,3.3,2
16909,10,3.0,2
16915,13,3.0,2
16916,6,2.1,2
16918,6,2.5,2
16928,7,3.4,2
16929,28,3.5,2
16930,10,3.3,2
16931,10,3.3,2
16937,7,3.1,2
16942,10,3.4,2
16943,11,3.0,2
16944,12,3.5,2
16945,10,3.2,2
16951,6,2.8,2
16953,6,2.9,2
16956,8,2.7,2
16957,12,2.3,2
16958,7,2.6,2
16959,43,3.5,2
16969,5,2.2,2
16972,15,2.9,2
16973,10,2.7,2
16975,7,2.6,2
16987,10,3.3,2
16989,5,2.4,2
16992,12,3.6,2
16993,11,2.9,2
16994,9,2.9,2
16997,4,2.5,2
16998,6,2.7,2
17002,52,3.8,2
17003,12,2.8,2
17004,10,3.0,2
17006,13,2.3,2
17016,7,2.6,2
17017,9,2.6,2
17029,8,2.7,2
17035,7,2.7,2
17037,13,2.8,2
17040,7,2.8,2
17041,9,2.4,2
17044,8,2.7,2
17050,9,2.7,2
17055,11,3.0,2
17066,9,3.3,2
17070,10,2.9,2
17072,11,2.5,2
17075,13,3.2,2
17079,12,2.4,2
17080,13,2.8,2
17082,15,2.8,2
17083,9,3.4,2
17084,9,3.1,2
17090,9,3.0,2
17097,10,2.7,2
17098,10,2.4,2
17116,5,2.3,2
17122,17,3.2,2
17127,3,2.3,2
17134,5,1.9,2
17145,6,2.0,2
17146,5,2.4,2
17147,10,3.1,2
17160,9,3.4,2
17161,11,2.8,2
17165,8,3.5,2
17167,8,2.2,2
17168,7,2.9,2
17173,8,2.4,2
17175,9,3.0,2
17176,12,2.9,2
17177,4,1.9,2
17179,4,2.0,2
17183,6,3.0,2
17186,9,3.3,2
17187,10,3.0,2
17188,8,2.8,2
17190,44,4.2,2
17194,6,2.8,2
17195,13,2.9,2
17200,1,3.0,2
17201,49,3.8,2
17210,14,3.0,2
17231,9,2.8,2
17243,9,3.2,2
17244,11,3.0,2
17248,7,2.7,2
17250,7,2.7,2
17261,11,3.4,2
17265,7,2.8,2
17274,11,2.9,2
17281,9,2.5,2
17289,10,3.0,2
17290,8,3.3,2
17297,8,2.3,2
17298,4,2.8,2
17299,12,3.4,2
17309,9,2.1,2
17314,8,3.0,2
17321,7,3.2,2
17326,8,2.8,2
17327,4,2.1,2
17332,11,3.2,2
17337,5,2.4,2
17338,6,2.6,2
17341,10,3.2,2
17342,9,2.7,2
17344,8,3.0,2
17350,12,3.2,2
17368,9,3.1,2
17369,11,3.3,2
17376,8,2.7,2
17377,12,2.9,2
17378,10,3.0,2
17380,11,3.1,2
17381,13,2.8,2
17382,11,2.9,2
17384,14,3.2,2
17389,9,2.7,2
17391,13,3.7,2
17393,6,2.5,2
17394,5,2.1,2
17395,5,2.2,2
17396,5,3.0,2
17405,9,2.4,2
17406,15,3.6,2
17408,13,2.7,2
17409,7,2.6,2
17416,8,2.5,2
17417,12,3.3,2
17427,7,2.9,2
17429,12,2.8,2
17430,8,2.6,2
17450,13,3.2,2
17452,12,3.2,2
17454,14,2.4,2
17460,11,3.1,2
17463,6,2.5,2
17468,12,3.3,2
17469,9,2.9,2
17472,6,2.5,2
17473,4,1.4,2
17475,7,2.4,2
17477,7,2.2,2
17478,7,3.0,2
17485,7,2.4,2
17486,4,1.7,2
17487,3,1.5,2
17489,4,1.5,2
17491,6,2.7,2
17503,8,2.9,2
17504,8,3.1,2
17505,5,1.9,2
17507,4,1.6,2
17511,13,2.9,2
17517,7,3.0,2
17518,6,2.0,2
17522,7,2.7,2
17523,11,2.8,2
17525,4,1.8,2
17527,8,3.2,2
17534,8,2.9,2
17544,7,2.7,2
17545,4,2.4,2
17554,14,3.1,2
17557,13,2.6,2
17558,13,2.9,2
17561,8,2.5,2
17563,5,2.5,2
17564,12,3.0,2
17566,11,3.1,2
17568,6,2.8,2
17570,7,3.0,2
17574,12,3.0,2
17576,11,3.2,2
17583,12,2.8,2
17585,11,3.6,2
17587,8,3.3,2
17588,11,2.7,2
17591,13,3.0,2
17592,10,3.1,2
17600,10,3.1,2
17602,13,2.9,2
17605,7,2.7,2
17608,7,3.1,2
17616,7,2.6,2
17617,9,3.5,2
17618,5,2.5,2
17623,10,3.3,2
17627,8,1.9,2
17628,8,2.4,2
17630,9,3.0,2
17634,9,3.2,2
17637,85,3.8,2
17638,13,2.9,2
17645,10,3.1,2
17649,9,3.1,2
17652,10,2.9,2
17660,14,3.6,2
17661,7,3.1,2
17662,8,3.3,2
17666,9,3.2,2
17670,5,2.8,2
17671,9,2.8,2
17672,9,3.9,2
17674,9,2.9,2
17675,9,2.6,2
17677,11,3.0,2
17678,10,3.1,2
17679,14,2.7,2
17680,10,3.0,2
17682,8,3.1,2
17688,7,2.2,2
17698,9,2.5,2
17700,11,3.4,2
17706,9,3.0,2
17707,6,2.8,2
17710,49,4.3,2
17740,5,3.0,2
17741,5,2.4,2
17742,6,2.7,2
17744,6,2.7,2
17746,2,2.3,2
17750,51,3.9,2
17752,7,3.0,2
17756,13,3.7,2
17759,7,2.6,2
17760,10,2.9,2
17772,8,3.0,2
17773,8,3.0,2
17779,8,1.9,2
17780,7,3.2,2
17784,9,2.9,2
17800,7,3.1,2
17814,52,4.1,2
17815,9,3.1,2
17816,12,2.6,2
17817,11,3.2,2
17821,8,2.8,2
17824,9,2.7,2
17827,8,2.8,2
17828,8,3.0,2
17833,9,3.1,2
17836,7,2.8,2
17842,8,2.3,2
17852,11,3.0,2
17858,13,3.1,2
17861,6,2.7,2
17868,7,2.3,2
17869,10,3.2,2
17873,9,2.8,2
17876,8,2.9,2
17877,11,2.8,2
17878,7,2.9,2
17879,4,1.6,2
17884,7,2.9,2
17886,9,3.1,2
17888,9,2.9,2
17893,6,3.2,2
17894,10,2.9,2
17900,7,3.0,2
17903,6,2.6,2
17906,5,2.8,2
17907,6,2.9,2
17908,7,3.2,2
17913,8,2.8,2
17914,12,3.1,2
17917,3,2.0,2
17927,9,3.0,2
17939,10,2.6,2
17946,8,2.7,2
17950,8,2.5,2
17961,6,1.9,2
17962,8,2.3,2
17964,16,3.2,2
17965,11,2.8,2
17971,10,3.7,2
17983,7,2.0,2
17984,7,2.7,2
17986,5,2.2,2
17991,10,3.4,2
17994,14,3.1,2
17995,13,3.2,2
18003,9,2.8,2
18006,7,2.0,2
18023,12,3.7,2
18026,12,2.9,2
18027,9,2.8,2
18034,13,2.8,2
18037,12,3.0,2
18057,9,2.4,2
18058,7,2.0,2
18063,4,2.5,2
18065,8,2.4,2
18066,9,2.7,2
18068,11,3.3,2
18070,4,2.2,2
18071,3,2.0,2
18074,14,3.3,2
18075,9,2.2,2
18077,9,2.3,2
18079,7,2.1,2
18085,13,3.0,2
18087,12,2.8,2
18089,8,2.8,2
18090,3,1.8,2
18094,5,2.1,2
18102,12,2.9,2
18103,8,2.9,2
18106,12,2.7,2
18109,11,2.9,2
18110,12,3.5,2
18111,9,3.4,2
18112,9,2.5,2
18116,11,3.4,2
18121,59,3.6,2
18123,11,3.5,2
18124,9,3.3,2
18125,8,2.6,2
18129,9,2.5,2
18134,7,2.7,2
18138,14,2.8,2
18141,12,3.7,2
18144,13,3.0,2
18145,12,3.0,2
18150,7,2.4,2
18155,12,3.6,2
18160,10,2.4,2
18166,7,2.9,2
18167,11,2.8,2
18168,8,2.3,2
18170,7,3.3,2
18171,9,3.2,2
18175,8,2.4,2
18177,13,3.1,2
18180,6,2.1,2
18193,11,3.2,2
18196,9,2.6,2
18198,9,2.4,2
18202,7,2.1,2
18211,10,2.7,2
18212,10,2.2,2
18214,12,3.1,2
18217,10,2.7,2
18222,11,3.1,2
18228,8,1.8,2
18229,12,2.9,2
18231,9,3.0,2
18239,9,3.2,2
18240,66,3.9,2
18243,14,3.0,2
18245,10,2.4,2
18249,8,2.5,2
18251,10,2.2,2
18261,10,3.0,2
18262,12,2.9,2
18265,9,2.7,2
18270,9,3.4,2
18272,11,2.8,2
18281,11,2.0,2
18283,9,2.1,2
18285,4,1.5,2
18287,13,2.8,2
18288,13,2.4,2
18292,8,2.2,2
18294,11,2.7,2
18295,10,2.3,2
18300,12,3.0,2
18310,11,2.8,2
18311,11,2.8,2
18312,12,3.0,2
18313,9,3.4,2
18314,7,2.7,2
18315,10,2.6,2
18317,12,3.0,2
18319,4,2.6,2
18321,6,2.3,2
18322,9,3.4,2
18330,6,2.8,2
18335,10,2.3,2
18337,7,2.4,2
18340,10,2.7,2
18344,9,2.9,2
18350,10,2.6,2
18352,10,3.1,2
18354,11,3.5,2
18356,10,2.6,2
18359,9,2.7,2
18362,10,2.6,2
18364,9,3.0,2
18365,12,3.1,2
18366,12,3.2,2
18367,17,3.6,2
18369,7,3.0,2
18376,11,2.9,2
18383,9,2.1,2
18385,6,1.9,2
18391,13,2.6,2
18400,9,2.5,2
18401,7,2.3,2
18404,13,3.3,2
18407,11,2.8,2
18409,9,3.0,2
18434,10,3.1,2
18435,4,1.7,2
18439,8,2.7,2
18444,10,3.0,2
18456,5,1.6,2
18459,8,3.1,2
18464,6,2.9,2
18468,13,2.6,2
18469,10,2.4,2
18471,8,2.7,2
18476,9,3.0,2
18481,10,2.5,2
18489,14,2.5,2
18490,12,2.9,2
18501,9,2.2,2
18503,9,2.3,2
18522,8,2.6,2
18530,8,2.9,2
18531,10,2.7,2
18535,3,3.1,2
18536,10,2.4,2
18542,8,2.5,2
18545,4,2.4,2
18549,11,3.0,2
18556,4,2.1,2
18558,7,2.7,2
18564,9,2.1,2
18572,10,3.3,2
18581,10,3.2,2
18582,5,2.2,2
18590,10,3.3,2
18591,11,2.9,2
18598,4,2.3,2
18610,6,2.1,2
18612,12,2.9,2
18617,12,2.6,2
18618,11,3.0,2
18620,10,2.6,2
18621,4,2.5,2
18637,9,2.7,2
18648,9,2.6,2
18650,12,2.4,2
18655,15,2.6,2
18656,9,3.1,2
18659,7,2.5,2
18661,13,3.1,2
18662,9,2.5,2
18663,7,2.1,2
18664,12,3.1,2
18665,12,3.4,2
18666,11,2.5,2
18670,8,2.6,2
18673,11,2.6,2
18678,9,2.9,2
18679,8,3.1,2
18680,7,1.9,2
18682,9,3.2,2
18683,12,3.0,2
18687,8,2.6,2
18697,7,2.1,2
18698,7,2.4,2
18707,16,2.6,2
18708,4,1.9,2
18710,14,2.6,2
18716,9,2.6,2
18723,8,3.0,2
18726,10,3.1,2
18728,6,2.3,2
18731,13,3.0,2
18732,6,3.0,2
18741,7,2.1,2
18742,8,2.5,2
18752,10,3.1,2
18757,5,3.5,2
18758,9,2.7,2
18761,9,3.1,2
18764,9,3.4,2
18765,4,3.3,2
18770,13,2.7,2
18771,14,3.7,2
18775,5,3.6,2
18777,8,2.5,2
18782,8,2.9,2
18785,13,2.9,2
18788,10,3.4,2
18789,9,3.2,2
18792,11,3.0,2
18793,7,1.9,2
18797,9,2.5,2
18814,16,3.0,2
18815,11,3.0,2
18820,6,2.4,2
18823,16,2.3,2
18824,6,2.7,2
18831,1,3.2,2
18832,7,2.6,2
18836,12,2.9,2
18837,8,3.0,2
18844,12,2.2,2
18845,10,3.2,2
18847,2,2.2,2
18848,13,2.3,2
18849,10,3.1,2
18853,11,2.7,2
18855,9,3.1,2
18862,15,2.8,2
18864,18,3.6,2
18867,9,2.9,2
18868,11,2.3,2
18869,15,2.4,2
18870,10,3.1,2
18871,9,3.0,2
18872,9,2.6,2
18874,10,2.2,2
18882,8,2.8,2
18884,9,2.4,2
18886,5,2.3,2
18890,13,2.7,2
18891,12,2.3,2
18897,12,2.8,2
18898,10,3.0,2
18899,6,2.5,2
18901,13,2.8,2
18904,15,3.1,2
18906,11,2.8,2
18907,14,2.7,2
18918,8,2.0,2
18920,9,2.4,2
18922,9,3.3,2
18923,13,3.0,2
18924,10,2.6,2
18926,9,2.8,2
18930,7,3.0,2
18933,12,3.4,2
18935,8,3.4,2
18945,13,2.7,2
18946,11,2.9,2
18949,4,2.4,2
18951,8,2.0,2
18955,14,2.9,2
18960,9,2.4,2
18962,7,2.6,2
18968,10,3.0,2
18969,11,2.8,2
18971,13,3.1,2
18972,11,2.9,2
18975,14,3.0,2
18976,11,2.9,2
18980,9,3.1,2
18981,11,2.8,2
18986,7,2.6,2
18987,13,2.7,2
18989,14,2.9,2
18991,10,3.1,2
18992,8,3.3,2
18995,26,3.1,2
18998,6,2.3,2
19003,9,2.6,2
19016,10,2.7,2
19017,7,3.0,2
19023,7,2.7,2
19028,7,2.9,2
19031,7,2.5,2
19035,7,2.5,2
19036,9,3.1,2
19039,4,2.7,2
19042,10,2.8,2
19045,3,2.6,2
19051,10,2.8,2
19054,8,2.8,2
19055,6,2.9,2
19057,7,2.6,2
19063,3,3.1,2
19081,10,2.8,2
19083,17,3.1,2
19086,14,3.0,2
19092,6,3.1,2
19093,11,3.1,2
19094,15,3.0,2
19105,10,2.8,2
19107,7,2.6,2
19110,4,2.1,2
19112,8,2.7,2
19116,8,3.3,2
19117,12,2.5,2
19132,12,2.7,2
19134,10,3.4,2
19139,10,2.7,2
19142,8,2.6,2
19143,11,3.2,2
19144,11,2.8,2
19146,8,2.6,2
19147,10,3.0,2
19154,13,2.6,2
19156,8,3.2,2
19157,8,2.9,2
19161,10,2.4,2
19169,7,1.8,2
19172,11,2.7,2
19173,9,2.9,2
19179,10,3.3,2
19182,13,3.5,2
19188,9,2.5,2
19189,10,2.7,2
19190,2,1.7,2
19193,10,3.1,2
19195,15,2.5,2
19196,9,2.8,2
19200,15,2.8,2
19205,11,2.6,2
19206,8,2.4,2
19207,14,3.6,2
19208,9,3.0,2
19209,8,2.9,2
19214,11,2.5,2
19216,12,2.8,2
19218,14,2.4,2
19219,9,3.0,2
19223,9,3.2,2
19225,15,3.4,2
19226,8,3.6,2
19231,10,3.3,2
19235,6,2.5,2
19236,12,2.9,2
19244,2,1.8,2
19246,16,3.2,2
19248,12,3.3,2
19254,10,2.1,2
19256,10,2.4,2
19258,11,2.7,2
19261,10,3.0,2
19262,18,3.3,2
19268,9,3.2,2
19270,6,2.6,2
19271,9,3.0,2
19275,9,1.9,2
19276,13,3.3,2
19279,10,3.0,2
19280,13,3.4,2
19281,4,1.8,2
19282,7,2.8,2
19283,6,2.2,2
19285,5,2.4,2
19287,12,2.6,2
19288,4,2.5,2
19293,12,3.6,2
19297,16,3.3,2
19300,8,3.4,2
19304,7,2.8,2
19311,4,2.7,2
19313,9,3.1,2
19318,11,3.0,2
19321,9,3.0,2
19335,8,2.0,2
19337,10,2.8,2
19340,10,2.7,2
19344,8,3.1,2
19348,8,2.7,2
19355,14,2.9,2
19356,9,2.9,2
19359,13,3.0,2
19362,9,3.2,2
19363,4,2.5,2
19364,10,3.2,2
19366,9,3.2,2
19367,10,3.0,2
19370,11,3.2,2
19372,14,2.7,2
19374,10,2.4,2
19375,12,3.7,2
19376,11,3.5,2
19378,10,2.7,2
19382,13,2.7,2
19389,9,3.3,2
19390,9,3.0,2
19393,11,2.1,2
19401,13,3.1,2
19405,12,3.4,2
19408,11,3.2,2
19411,8,2.3,2
19415,5,2.5,2
19423,12,3.2,2
19435,8,3.8,2
19436,10,3.0,2
19441,11,3.1,2
19443,10,3.0,2
19445,3,2.9,2
19448,8,2.5,2
19452,12,3.5,2
19455,13,2.7,2
19458,8,3.1,2
19459,13,3.4,2
19460,5,3.6,2
19462,16,2.3,2
19466,10,2.8,2
19467,4,2.6,2
19471,10,3.3,2
19481,59,4.1,2
19490,4,2.6,2
19494,13,2.6,2
19495,8,3.4,2
19498,4,2.9,2
19502,14,2.8,2
19507,12,2.9,2
19509,10,3.1,2
19510,7,3.7,2
19511,12,2.7,2
19514,9,3.0,2
19515,3,2.8,2
19517,12,2.9,2
19519,11,3.6,2
19524,13,2.4,2
19525,10,2.4,2
19527,8,2.8,2
19529,7,3.2,2
19531,11,2.6,2
19533,14,3.5,2
19534,11,3.3,2
19537,12,3.2,2
19541,15,3.2,2
19542,3,2.7,2
19543,4,2.1,2
19546,8,2.8,2
19549,14,2.9,2
19550,11,3.3,2
19552,7,3.0,2
19553,7,1.9,2
19555,10,2.7,2
19558,9,3.1,2
19560,13,3.1,2
19561,11,2.5,2
19563,10,3.1,2
19567,10,3.2,2
19568,11,2.8,2
19569,9,2.8,2
19570,7,2.2,2
19571,13,3.2,2
19572,10,3.0,2
19583,7,3.2,2
19585,10,3.4,2
19588,11,2.7,2
19594,11,3.0,2
19598,10,3.4,2
19600,16,3.2,2
19602,12,2.9,2
19603,5,2.5,2
19606,12,2.9,2
19611,7,3.2,2
19613,8,3.2,2
19615,12,3.1,2
19616,8,2.2,2
19620,6,3.0,2
19623,3,2.9,2
19626,9,2.9,2
19627,11,3.2,2
19628,8,2.6,2
19629,13,3.1,2
19633,10,3.3,2
19634,8,2.9,2
19639,10,3.1,2
19641,10,3.2,2
19652,9,3.1,2
19662,11,3.4,2
19674,15,3.3,2
19681,11,3.3,2
19686,11,3.2,2
19687,36,2.8,2
19690,5,2.8,2
19696,13,3.5,2
19701,12,3.3,2
19702,10,2.6,2
19703,12,3.3,2
19704,14,3.3,2
19709,13,3.0,2
19716,9,2.9,2
19724,11,3.1,2
19726,11,3.2,2
19729,13,2.9,2
19730,15,3.0,2
19737,9,3.0,2
19742,12,3.1,2
19745,11,3.2,2
19750,13,3.2,2
19751,10,2.7,2
19754,12,3.0,2
19759,13,3.3,2
19764,10,2.8,2
19765,12,2.9,2
19766,10,3.0,2
19767,9,2.0,2
19769,10,2.9,2
19771,11,3.1,2
19773,14,3.3,2
19776,10,2.9,2
19778,10,2.7,2
19780,9,2.9,2
19786,11,2.6,2
19789,11,3.0,2
19790,15,3.4,2
19792,12,3.1,2
19794,13,3.1,2
19796,13,3.2,2
19799,11,3.0,2
19802,14,3.2,2
19804,11,2.4,2
19807,12,3.4,2
19810,12,3.1,2
19819,11,3.3,2
19821,10,2.9,2
19822,13,3.6,2
19825,11,2.8,2
19829,4,2.5,2
19831,9,2.9,2
19833,13,3.5,2
19840,12,3.6,2
19842,10,3.2,2
19844,10,3.0,2
19845,12,3.2,2
19848,11,3.4,2
19851,9,3.1,2
19856,11,2.9,2
19857,12,3.3,2
19862,10,2.7,2
19866,10,3.4,2
19867,10,2.8,2
19872,14,3.3,2
19874,11,3.1,2
19876,15,3.5,2
19880,11,2.9,2
19882,9,3.1,2
19884,10,3.0,2
19886,11,2.7,2
19887,12,3.4,2
19891,279,4.8,2
19893,10,2.8,2
19894,13,3.1,2
19897,12,2.9,2
19899,6,3.0,2
19903,14,2.9,2
19904,9,3.0,2
19905,10,3.0,2
19906,11,3.1,2
19908,1,1.5,2
19909,10,3.2,2
19910,9,3.0,2
19929,11,3.3,2
19930,13,2.8,2
19933,9,3.0,2
19936,9,2.6,2
19940,14,3.8,2
19942,10,3.3,2
19944,11,2.8,2
19957,10,3.0,2
19967,7,3.3,2
19972,9,2.8,2
19973,11,3.2,2
19980,13,3.7,2
19981,12,3.5,2
19982,8,3.4,2
19983,7,3.1,2
19986,5,3.2,2
19990,12,2.6,2
19991,12,2.8,2
19993,1,1.7,2
19998,9,3.1,2
19999,12,3.4,2
20003,11,3.6,2
20005,8,2.8,2
20006,10,3.0,2
20011,9,3.2,2
20012,8,2.9,2
20013,12,3.1,2
20015,7,3.3,2
20016,9,2.9,2
20017,12,3.3,2
20018,9,3.3,2
20019,7,3.0,2
20020,14,3.4,2
20021,12,3.5,2
20025,45,3.6,2
20028,32,4.2,2
20033,8,3.7,2
20035,52,3.4,2
20039,7,3.4,2
20040,41,3.5,2
20041,16,3.8,2
20045,34,3.9,2
20050,11,3.2,2
20051,9,2.8,2
20063,10,2.5,2
20071,9,2.1,2
20078,9,2.9,2
20081,54,3.3,2
20082,55,3.6,2
20095,43,3.7,2
20097,38,4.0,2
20099,9,3.0,2
20103,53,3.8,2
20106,50,3.6,2
20110,38,4.7,2
20111,90,3.8,2
20114,96,3.8,2
20116,38,3.5,2
20120,51,3.9,2
20122,55,3.7,2
20123,23,4.9,2
20130,8,3.2,2
20135,26,4.9,2
20136,116,3.8,2
20139,50,3.8,2
20142,62,4.2,2
20146,48,4.2,2
20155,10,3.5,2
20161,58,3.7,2
20162,13,3.9,2
20163,2,2.5,2
20166,10,3.2,2
20174,7,2.7,2
20188,43,4.3,2
20190,31,5.3,2
20195,7,2.9,2
20196,7,2.7,2
20200,7,3.7,2
20212,50,3.9,2
20219,19,3.9,2
20227,29,4.7,2
20228,45,3.7,2
20237,26,5.3,2
20240,63,3.9,2
20247,11,4.2,2
20250,50,3.8,2
20251,36,3.9,2
20252,136,4.2,2
20254,438,6.0,2
20257,65,4.0,2
20258,9,3.0,2
20262,9,2.4,2
20270,15,3.8,2
20277,11,2.1,2
20278,16,3.0,2
20280,14,2.7,2
20284,10,3.0,2
20285,18,3.2,2
20286,42,3.1,2
20292,10,3.2,2
20293,10,2.6,2
20294,45,4.6,2
20302,55,3.8,2
20303,113,4.2,2
20304,139,4.0,2
20307,29,4.7,2
20312,73,3.2,2
20316,11,2.2,2
20324,201,5.8,2
20327,62,3.8,2
20334,23,4.2,2
20341,55,3.9,2
20353,5,2.7,2
20363,19,3.6,2
20375,4,2.6,2
20383,11,1.8,2
20391,10,3.3,2
20395,37,4.1,2
20396,47,4.3,2
20397,8,2.6,2
20403,150,4.3,2
20406,6,3.3,2
20408,60,3.7,2
20410,74,3.5,2
20423,29,3.8,2
20429,29,4.1,2
20432,64,4.4,2
20434,10,2.9,2
20435,45,4.0,2
20438,10,2.9,2
20439,38,4.4,2
20443,13,3.7,2
20454,30,3.8,2
20456,32,3.9,2
20459,30,4.0,2
20460,30,4.1,2
20463,13,3.1,2
20464,62,3.7,2
20465,5,2.6,2
20469,61,4.1,2
20471,7,2.2,2
20479,58,5.6,2
20485,49,4.0,2
20498,48,3.9,2
20505,13,3.4,2
20512,23,3.4,2
20516,26,3.1,2
20518,27,3.3,2
20521,17,3.5,2
20523,3,3.6,2
20532,9,2.9,2
20533,47,3.9,2
20535,51,3.7,2
20539,6,3.4,2
20542,60,4.2,2
20543,66,3.8,2
20544,28,4.2,2
20545,22,3.9,2
20548,27,3.4,2
20551,12,3.8,2
20555,71,4.1,2
20556,8,2.5,2
20561,501,5.3,2
20564,44,4.5,2
20570,2,2.7,2
20574,53,3.4,2
20578,8,2.4,2
20579,51,3.8,2
20582,19,3.8,2
20583,19,3.2,2
20593,7,2.2,2
20595,7,2.8,2
20596,8,2.2,2
20597,11,3.6,2
20610,6,4.3,2
20611,49,4.0,2
20615,7,3.7,2
20618,47,4.0,2
20619,9,2.5,2
20621,36,3.3,2
20625,25,3.5,2
20626,126,4.4,2
20629,39,4.1,2
20630,38,4.1,2
20631,4,2.8,2
20632,4,3.0,2
20633,7,3.6,2
20637,8,3.7,2
20652,55,3.9,2
20653,61,4.1,2
20657,5,2.4,2
20661,15,4.2,2
20664,6,2.7,2
20667,58,3.7,2
20670,48,3.8,2
20676,50,3.8,2
20677,46,3.7,2
20683,5,4.4,2
20686,6,2.9,2
20687,7,2.8,2
20693,33,4.4,2
20695,6,2.4,2
20700,68,3.9,2
20702,10,2.2,2
20703,7,2.7,2
20711,43,4.7,2
20719,51,4.1,2
20734,66,3.9,2
20737,48,4.1,2
20741,7,2.8,2
20744,12,3.3,2
20749,1,4.6,2
20752,13,2.8,2
20755,9,5.1,2
20758,44,5.1,2
20762,13,4.6,2
20763,9,4.3,2
20765,1,5.2,2
20770,73,4.3,2
20778,7,3.3,2
20784,46,3.9,2
20786,116,3.9,2
20798,6,3.2,2
20821,92,4.6,2
20823,21,4.2,2
20826,12,3.5,2
20828,7,2.3,2
20837,33,4.4,2
20842,51,4.5,2
20844,37,4.8,2
20847,54,3.9,2
20848,58,3.7,2
20849,13,3.3,2
20850,13,3.2,2
20851,8,2.7,2
20853,7,2.6,2
20854,8,2.7,2
20855,10,3.5,2
20858,8,2.1,2
20860,64,4.5,2
20865,7,2.5,2
20866,42,3.8,2
20868,39,3.4,2
20878,50,3.9,2
20883,9,2.2,2
20884,97,3.8,2
20885,66,3.7,2
20892,6,3.1,2
20895,43,3.9,2
20907,62,4.0,2
20911,4,3.0,2
20915,35,4.5,2
20923,8,2.3,2
20927,8,2.8,2
20932,51,3.9,2
20936,51,4.5,2
20937,12,2.9,2
20940,111,4.1,2
20941,46,3.8,2
20943,4,2.3,2
20946,9,3.0,2
20953,18,4.0,2
20954,96,4.1,2
20955,41,3.9,2
20969,51,3.7,2
20977,22,3.3,2
20981,39,4.5,2
20984,58,3.7,2
20986,18,3.3,2
20996,47,4.0,2
21000,48,3.8,2
21002,11,3.3,2
21003,27,3.8,2
21008,47,3.9,2
21012,61,3.8,2
21018,8,3.1,2
21019,48,3.9,2
21021,15,4.0,2
21029,17,4.0,2
21030,94,4.5,2
21037,12,3.6,2
21038,41,3.8,2
21041,8,2.9,2
21042,77,3.7,2
21046,19,4.4,2
21047,18,4.1,2
21048,61,3.8,2
21056,47,3.9,2
21060,62,4.3,2
21063,11,3.3,2
21069,6,2.9,2
21071,76,3.8,2
21078,10,3.5,2
21082,67,3.7,2
21085,45,4.3,2
21086,56,3.8,2
21097,14,2.9,2
21098,30,4.1,2
21103,56,4.0,2
21106,10,2.8,2
21110,8,4.0,2
21111,100,3.9,2
21115,42,4.5,2
21116,51,4.5,2
21117,7,2.3,2
21121,74,3.9,2
21122,107,4.7,2
21124,54,5.3,2
21127,13,3.5,2
21132,52,3.8,2
21133,30,4.5,2
21142,11,3.1,2
21151,6,2.4,2
21154,53,4.8,2
21157,11,3.6,2
21160,167,5.8,2
21163,35,3.5,2
21166,70,3.9,2
